,ar,t,tid,verdi,int,trend,dager
707,2017,2,2017.125,406.46,406.46,405.63,26
708,2017,3,2017.2079999999999,407.22,407.22,405.73,23
709,2017,4,2017.2920000000001,409.04,409.04,406.21,25
710,2017,5,2017.375,409.69,409.69,406.22,27
711,2017,6,2017.4579999999999,408.88,408.88,406.54,26
712,2017,7,2017.5420000000001,407.12,407.12,406.77,28
713,2017,8,2017.625,405.13,405.13,407.03,29
714,2017,9,2017.7079999999999,403.37,403.37,406.98,26
715,2017,10,2017.7920000000001,403.63,403.63,407.05,27
716,2017,11,2017.875,405.12,405.12,407.11,26
717,2017,12,2017.9579999999999,406.81,406.81,407.48,31
718,2018,1,2018.0420000000001,407.96,407.96,407.67,29
719,2018,2,2018.125,408.32,408.32,407.5,28
720,2018,3,2018.2079999999999,409.41,409.41,407.92,30
721,2018,4,2018.2920000000001,410.24,410.24,407.41,21
722,2018,5,2018.375,411.24,411.24,407.77,24
723,2018,6,2018.4579999999999,410.79,410.79,408.45,29
724,2018,7,2018.5420000000001,408.71,408.71,408.35,27
725,2018,8,2018.625,406.99,406.99,408.9,30
726,2018,9,2018.7079999999999,405.51,405.51,409.11,29
727,2018,10,2018.7920000000001,406.0,406.0,409.42,30
728,2018,11,2018.875,408.02,408.02,410.01,24
729,2018,12,2018.9579999999999,409.07,409.07,409.75,30
730,2019,1,2019.0420000000001,410.83,410.83,410.54,27
731,2019,2,2019.125,411.75,411.75,410.92,27
732,2019,3,2019.2079999999999,411.97,411.97,410.48,28
733,2019,4,2019.2920000000001,413.32,413.32,410.48,26
734,2019,5,2019.375,414.66,414.66,411.19,28
735,2019,6,2019.4579999999999,413.92,413.92,411.57,27
736,2019,7,2019.5420000000001,411.77,411.77,411.41,23
737,2019,8,2019.625,409.95,409.95,411.85,29
738,2019,9,2019.7079999999999,408.54,408.54,412.14,29
739,2019,10,2019.7920000000001,408.53,408.53,411.95,30
740,2019,11,2019.875,410.27,410.27,412.26,25
741,2019,12,2019.9579999999999,411.76,411.76,412.43,31
